ID,RegionA,RegionB,VolumeA,VolumeB,CLASS_REFORMAT_ERROR,CLASS_WLZ_RCC_EMPTY,CLASS_WLZ_RCC_DC,CLASS_WLZ_RCC_EC,CLASS_WLZ_RCC_EQ,CLASS_WLZ_RCC_PO,CLASS_WLZ_RCC_TPP,CLASS_WLZ_RCC_NTPP,CLASS_WLZ_RCC_TPPI,CLASS_WLZ_RCC_NTPPI,CLASS_WLZ_RCC_TSUR,CLASS_WLZ_RCC_TSURI,CLASS_WLZ_RCC_NTSUR,CLASS_WLZ_RCC_NTSURI,CLASS_WLZ_RCC_ENC,CLASS_WLZ_RCC_ENCI,CLASS_WLZ_RCC_OST,QUANT_REFORMAT_ERROR,QUANT_WLZ_RCC_EMPTY,QUANT_WLZ_RCC_DC,QUANT_WLZ_RCC_EC,QUANT_WLZ_RCC_EQ,QUANT_WLZ_RCC_PO,QUANT_WLZ_RCC_TPP,QUANT_WLZ_RCC_NTPP,QUANT_WLZ_RCC_TPPI,QUANT_WLZ_RCC_NTPPI,QUANT_WLZ_RCC_TSUR,QUANT_WLZ_RCC_TSURI,QUANT_WLZ_RCC_NTSUR,QUANT_WLZ_RCC_NTSURI,QUANT_WLZ_RCC_ENC,QUANT_WLZ_RCC_ENCI,QUANT_WLZ_RCC_OST
1470,forelimb_L_posterior,Sfrp3,45584,2704049,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00622920715755,0,0,0,0,0,0,0,0,0.999078624079,0,0
1471,forelimb_L_posterior,Sfrp4,45584,2253489,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.21952223103e-06,0,0,0,0,0,0,0,0,0.702176202176,0,0
1472,forelimb_L_posterior,Shh,45584,385609,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529001404001,0,0
1473,forelimb_L_posterior,Tcf7,45584,4137336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0074661825213,0,0,0,0,0,0,0,0,0.995042120042,0,0
1474,forelimb_L_posterior,Tcf7l1,45584,3381256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00367925517489,0,0,0,0,0,0,0,0,0.93467005967,0,0
1475,forelimb_L_posterior,Tcf7l2,45584,2486259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00320156845155,0,0,0,0,0,0,0,0,0.995787995788,0,0
1476,forelimb_L_posterior,Wif1,45584,1408138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00139009054187,0,0,0,0,0,0,0,0,0.919467356967,0,0
1477,forelimb_L_posterior,Wise,45584,1848536,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00271998356787,0,0,0,0,0,0,0,0,0.913807476307,0,0
1478,forelimb_L_posterior,Wnt1,45584,154892,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.49412633249e-05,0,0,0,0,0,0,0,0,0.681620744121,0,0
1479,forelimb_L_posterior,Wnt10A,45584,413643,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00269655365159,0,0,0,0,0,0,0,0,0.863395050895,0,0
1480,forelimb_L_posterior,Wnt10B,45584,51179,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00413013023401,0,0,0,0,0,0,0,0,0.807915057915,0,0
1481,forelimb_L_posterior,Wnt11,45584,3196672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00494809521271,0,0,0,0,0,0,0,0,0.982954545455,0,0
1482,forelimb_L_posterior,Wnt16,45584,463013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565044752545,0,0
1483,forelimb_L_posterior,Wnt2,45584,981554,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07094838321e-05,0,0,0,0,0,0,0,0,0,0,0
1484,forelimb_L_posterior,Wnt2B,45584,51084,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,forelimb_L_posterior,Wnt3,45584,1028642,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00495354704841,0,0,0,0,0,0,0,0,0.931862056862,0,0
1486,forelimb_L_posterior,Wnt3A,45584,377281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,forelimb_L_posterior,Wnt4,45584,592591,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000147316719978,0,0,0,0,0,0,0,0,0.772705335205,0,0
1488,forelimb_L_posterior,Wnt5A,45584,429701,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0055579298351,0,0,0,0,0,0,0,0,0.705006142506,0,0
1489,forelimb_L_posterior,Wnt5B,45584,17485,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,forelimb_L_posterior,Wnt6,45584,1236140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00614413881185,0,0,0,0,0,0,0,0,0.996073183573,0,0
1491,forelimb_L_posterior,Wnt7A,45584,884601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00777238841141,0,0,0,0,0,0,0,0,0.973631098631,0,0
1492,forelimb_L_posterior,Wnt7B,45584,1173183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46151018573e-06,0,0,0,0,0,0,0,0,0,0,0
1493,forelimb_L_posterior,Wnt8A,45584,143251,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,forelimb_L_posterior,Wnt8B,45584,108590,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,forelimb_L_posterior,Wnt9A,45584,271095,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89469894813e-05,0,0,0,0,0,0,0,0,0,0,0
1496,forelimb_L_posterior,Wnt9B,45584,83024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.33154997045e-05,0,0,0,0,0,0,0,0,0.827022639523,0,0
1497,forelimb_L_proximal,2ndBranchialArch_LHS,76790,153797,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1498,forelimb_L_proximal,2ndBranchialArch_RHS,76790,159138,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,forelimb_L_proximal,FitzP_BranchialArch_L,76790,1194804,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,forelimb_L_proximal,diencephalon,76790,1219472,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,forelimb_L_proximal,diencephalon_floor_plate,76790,71335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,forelimb_L_proximal,embryo,76790,14409122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00530233232113,0,0,0,0,0,0,0,0,1,0,0
1503,forelimb_L_proximal,eye,76790,56729,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,forelimb_L_proximal,forelimb_L,76790,261002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.294202387703,0,0,0,0,0,0,0,0,1,0,0
1505,forelimb_L_proximal,forelimb_L_AER,76790,10181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,forelimb_L_proximal,forelimb_L_PZ,76790,27426,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,forelimb_L_proximal,forelimb_L_anterior,76790,45965,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,forelimb_L_proximal,forelimb_L_dorsal,76790,181623,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.29404488868,0,0,0,0,0,0,0,0,0.908269305899,0,0
1509,forelimb_L_proximal,forelimb_L_flank,76790,19602,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,forelimb_L_proximal,forelimb_L_flank_proximal,76790,495458,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.124718942122,0,0,0,0,0,0,0,0,0.849290272171,0,0
1511,forelimb_L_proximal,forelimb_L_flank_proximal_v2,76790,408923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.15022366835,0,0,0,0,0,0,0,0,0.857247037375,0,0
1512,forelimb_L_proximal,forelimb_L_middle,76790,55103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,forelimb_L_proximal,forelimb_L_posterior,76790,45584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,forelimb_L_proximal,forelimb_L_proximal,76790,76790,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1515,forelimb_L_proximal,forelimb_L_ventral,76790,114260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.102620780405,0,0,0,0,0,0,0,0,0.609076702696,0,0
1516,forelimb_L_proximal,forelimb_R,76790,234439,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,forelimb_L_proximal,forelimb_R_AER,76790,13414,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,forelimb_L_proximal,forelimb_R_PZ,76790,41958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,forelimb_L_proximal,forelimb_R_anterior,76790,32242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,forelimb_L_proximal,forelimb_R_dorsal,76790,172746,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,forelimb_L_proximal,forelimb_R_flank,76790,55479,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,forelimb_L_proximal,forelimb_R_middle,76790,69380,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,forelimb_L_proximal,forelimb_R_posterior,76790,46795,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,forelimb_L_proximal,forelimb_R_proximal,76790,41388,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,forelimb_L_proximal,forelimb_R_ventral,76790,114699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,forelimb_L_proximal,heart,76790,840612,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,forelimb_L_proximal,hindlimb_L,76790,177791,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,forelimb_L_proximal,hindlimb_R,76790,152739,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,forelimb_L_proximal,hyoid_arch,76790,165060,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,forelimb_L_proximal,liver,76790,88757,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,forelimb_L_proximal,mandibular_arch,76790,365770,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,forelimb_L_proximal,maxillary_process,76790,266980,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,forelimb_L_proximal,mesencephalon,76790,745515,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,forelimb_L_proximal,metencephalon,76790,1768228,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,forelimb_L_proximal,neural_tube,76790,1377217,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,forelimb_L_proximal,olfactory_placode,76790,618910,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,forelimb_L_proximal,otic_pit,76790,101926,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,forelimb_L_proximal,rathke_pouch,76790,13624,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,forelimb_L_proximal,tail_bud,76790,119066,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,forelimb_L_proximal,telencephalon,76790,1002166,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,forelimb_L_proximal,Ctnnb1,76790,5673688,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00939360146801,0,0,0,0,0,0,0,0,0.948847506186,0,0
1542,forelimb_L_proximal,Fgf8_1009,76790,67598,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631866128402,0,0
1543,forelimb_L_proximal,Fgf8_1028,76790,27832,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,forelimb_L_proximal,Fzd1,76790,515619,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000881925097189,0,0,0,0,0,0,0,0,0.800572991275,0,0
1545,forelimb_L_proximal,Fzd10,76790,3644620,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00117836014237,0,0,0,0,0,0,0,0,0.992590181013,0,0
1546,forelimb_L_proximal,Fzd3,76790,3793904,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0033470009451,0,0,0,0,0,0,0,0,0.991808829275,0,0
1547,forelimb_L_proximal,Fzd4,76790,157650,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,forelimb_L_proximal,Fzd5,76790,265320,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000102316743404,0,0,0,0,0,0,0,0,0.914845683032,0,0
1549,forelimb_L_proximal,Fzd6,76790,3228769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00673101346203,0,0,0,0,0,0,0,0,0.994908191171,0,0
1550,forelimb_L_proximal,Fzd7,76790,2263985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00289028114047,0,0,0,0,0,0,0,0,0.976598515432,0,0
1551,forelimb_L_proximal,Fzd8,76790,2742695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.005167576355,0,0,0,0,0,0,0,0,0.972392238573,0,0
1552,forelimb_L_proximal,Fzd9,76790,327569,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.95703647646e-05,0,0,0,0,0,0,0,0,0.899804662065,0,0
1553,forelimb_L_proximal,Lef1,76790,2414676,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0124753786116,0,0,0,0,0,0,0,0,0.998541476755,0,0
1554,forelimb_L_proximal,PCNA_B,76790,2258472,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000419400732473,0,0,0,0,0,0,0,0,0.834079958328,0,0
1555,forelimb_L_proximal,PCNA_C,76790,3054671,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000730543993225,0,0,0,0,0,0,0,0,0.929873681469,0,0
1556,forelimb_L_proximal,Sfrp1,76790,2304559,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00940803355779,0,0,0,0,0,0,0,0,0.999309805964,0,0
1557,forelimb_L_proximal,Sfrp2,76790,4169934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00948890916291,0,0,0,0,0,0,0,0,0.996549029822,0,0
1558,forelimb_L_proximal,Sfrp3,76790,2704049,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00367276713191,0,0,0,0,0,0,0,0,0.970126318531,0,0
1559,forelimb_L_proximal,Sfrp4,76790,2253489,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00233046190718,0,0,0,0,0,0,0,0,0.874345617919,0,0
1560,forelimb_L_proximal,Shh,76790,385609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.75802213345e-05,0,0,0,0,0,0,0,0,0.712501627816,0,0
1561,forelimb_L_proximal,Tcf7,76790,4137336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00796179905517,0,0,0,0,0,0,0,0,0.999479098841,0,0
1562,forelimb_L_proximal,Tcf7l1,76790,3381256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0105542778491,0,0,0,0,0,0,0,0,0.955983852064,0,0
1563,forelimb_L_proximal,Tcf7l2,76790,2486259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0185266576274,0,0,0,0,0,0,0,0,0.999309805964,0,0
1564,forelimb_L_proximal,Wif1,76790,1408138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00328905584909,0,0,0,0,0,0,0,0,0.934145070973,0,0
1565,forelimb_L_proximal,Wise,76790,1848536,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00544782113266,0,0,0,0,0,0,0,0,0.976858966011,0,0
1566,forelimb_L_proximal,Wnt1,76790,154892,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.31627971219e-06,0,0,0,0,0,0,0,0,0.608165125667,0,0
1567,forelimb_L_proximal,Wnt10A,76790,413643,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00157864640771,0,0,0,0,0,0,0,0,0.898632634458,0,0
1568,forelimb_L_proximal,Wnt10B,76790,51179,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0164256042446,0,0,0,0,0,0,0,0,0.907904675088,0,0
1569,forelimb_L_proximal,Wnt11,76790,3196672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0161215523327,0,0,0,0,0,0,0,0,0.999700481834,0,0
1570,forelimb_L_proximal,Wnt16,76790,463013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000318736321672,0,0,0,0,0,0,0,0,0.794543560359,0,0
1571,forelimb_L_proximal,Wnt2,76790,981554,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000266525024053,0,0,0,0,0,0,0,0,0,0,0
1572,forelimb_L_proximal,Wnt2B,76790,51084,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03867360106e-05,0,0,0,0,0,0,0,0,0,0,0
1573,forelimb_L_proximal,Wnt3,76790,1028642,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00358789991648,0,0,0,0,0,0,0,0,0.934275296263,0,0
1574,forelimb_L_proximal,Wnt3A,76790,377281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,forelimb_L_proximal,Wnt4,76790,592591,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.73493327915e-05,0,0,0,0,0,0,0,0,0.65996874593,0,0
1576,forelimb_L_proximal,Wnt5A,76790,429701,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533572079698,0,0
1577,forelimb_L_proximal,Wnt5B,76790,17485,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,forelimb_L_proximal,Wnt6,76790,1236140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00525855587254,0,0,0,0,0,0,0,0,0.998697747102,0,0
1579,forelimb_L_proximal,Wnt7A,76790,884601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000492237631099,0,0,0,0,0,0,0,0,0.919377523115,0,0
1580,forelimb_L_proximal,Wnt7B,76790,1173183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000289690151575,0,0,0,0,0,0,0,0,0,0,0
1581,forelimb_L_proximal,Wnt8A,76790,143251,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159086570366,0,0,0,0,0,0,0,0,0,0,0
1582,forelimb_L_proximal,Wnt8B,76790,108590,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,forelimb_L_proximal,Wnt9A,76790,271095,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,forelimb_L_proximal,Wnt9B,76790,83024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00070757227569,0,0,0,0,0,0,0,0,0.91436384946,0,0
1585,forelimb_L_ventral,2ndBranchialArch_LHS,114260,153797,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,forelimb_L_ventral,2ndBranchialArch_RHS,114260,159138,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,forelimb_L_ventral,FitzP_BranchialArch_L,114260,1194804,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,forelimb_L_ventral,diencephalon,114260,1219472,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,forelimb_L_ventral,diencephalon_floor_plate,114260,71335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,forelimb_L_ventral,embryo,114260,14409122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00742567578394,0,0,0,0,0,0,0,0,1,0,0
1591,forelimb_L_ventral,eye,114260,56729,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,forelimb_L_ventral,forelimb_L,114260,261002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.312026907492,0,0,0,0,0,0,0,0,0.944232452302,0.775193293538,0
1593,forelimb_L_ventral,forelimb_L_AER,114260,10181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973185345251,0
1594,forelimb_L_ventral,forelimb_L_PZ,114260,27426,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0951236290279,0,0,0,0,0,0,0,0,0,0.923065704076,0
1595,forelimb_L_ventral,forelimb_L_anterior,114260,45965,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.118850598792,0,0,0,0,0,0,0,0,0,0.605808767541,0
1596,forelimb_L_ventral,forelimb_L_dorsal,114260,181623,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626374412932,0
1597,forelimb_L_ventral,forelimb_L_flank,114260,19602,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,forelimb_L_ventral,forelimb_L_flank_proximal,114260,495458,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094326076929,0,0,0,0,0,0,0,0,0,0,0
1599,forelimb_L_ventral,forelimb_L_flank_proximal_v2,114260,408923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111610889551,0,0,0,0,0,0,0,0,0,0,0
